10.0116	6462.0000
10.0247	6605.0000
10.0379	6564.0000
10.0510	6462.0000
10.0641	6549.0000
10.0772	6376.0000
10.0904	6501.0000
10.1035	6420.0000
10.1166	6422.0000
10.1298	6374.0000
10.1429	6373.0000
10.1560	6347.0000
10.1692	6415.0000
10.1823	6329.0000
10.1954	6489.0000
10.2086	6299.0000
10.2217	6315.0000
10.2348	6428.0000
10.2479	6435.0000
10.2611	6382.0000
10.2742	6484.0000
10.2873	6244.0000
10.3005	6222.0000
10.3136	6331.0000
10.3267	6476.0000
10.3399	6219.0000
10.3530	6424.0000
10.3661	6276.0000
10.3792	6291.0000
10.3924	6136.0000
10.4055	6383.0000
10.4186	6273.0000
10.4318	6469.0000
10.4449	6391.0000
10.4580	6186.0000
10.4712	6106.0000
10.4843	6221.0000
10.4974	6343.0000
10.5105	6187.0000
10.5237	6194.0000
10.5368	6118.0000
10.5499	6333.0000
10.5631	6337.0000
10.5762	6212.0000
10.5893	6309.0000
10.6025	6186.0000
10.6156	6236.0000
10.6287	6340.0000
10.6418	6355.0000
10.6550	6257.0000
10.6681	6368.0000
10.6812	6216.0000
10.6944	6191.0000
10.7075	6194.0000
10.7206	6182.0000
10.7338	6240.0000
10.7469	6257.0000
10.7600	6312.0000
10.7732	6481.0000
10.7863	6365.0000
10.7994	6491.0000
10.8125	6376.0000
10.8257	6407.0000
10.8388	6516.0000
10.8519	6563.0000
10.8651	6489.0000
10.8782	6667.0000
10.8913	6843.0000
10.9045	6714.0000
10.9176	6858.0000
10.9307	7073.0000
10.9438	7268.0000
10.9570	7599.0000
10.9701	7947.0000
10.9832	8599.0000
10.9964	9422.0000
11.0095	10476.0000
11.0226	11857.0000
11.0358	14617.0000
11.0489	19236.0000
11.0620	24607.0000
11.0751	31536.0000
11.0883	41259.0000
11.1014	48935.0000
11.1145	52555.0000
11.1277	49505.0000
11.1408	42015.0000
11.1539	34638.0000
11.1671	28261.0000
11.1802	21289.0000
11.1933	15926.0000
11.2065	12098.0000
11.2196	9711.0000
11.2327	8338.0000
11.2458	7687.0000
11.2590	7112.0000
11.2721	6989.0000
11.2852	6869.0000
11.2984	6539.0000
11.3115	6456.0000
11.3246	6326.0000
11.3378	6214.0000
11.3509	6145.0000
11.3640	6143.0000
11.3771	6074.0000
11.3903	6223.0000
11.4034	6004.0000
11.4165	6152.0000
11.4297	6119.0000
11.4428	6021.0000
11.4559	6011.0000
11.4691	6090.0000
11.4822	6011.0000
