10.0872	7542.0000
10.1003	7700.0000
10.1134	7788.0000
10.1266	8001.0000
10.1397	7878.0000
10.1528	7740.0000
10.1660	7702.0000
10.1791	7674.0000
10.1922	7702.0000
10.2054	7670.0000
10.2185	7861.0000
10.2316	7902.0000
10.2447	7597.0000
10.2579	7647.0000
10.2710	7668.0000
10.2841	7674.0000
10.2973	7552.0000
10.3104	7540.0000
10.3235	7539.0000
10.3367	7662.0000
10.3498	7599.0000
10.3629	7680.0000
10.3760	7669.0000
10.3892	7668.0000
10.4023	7790.0000
10.4154	7599.0000
10.4286	7584.0000
10.4417	7643.0000
10.4548	7554.0000
10.4680	7523.0000
10.4811	7786.0000
10.4942	7757.0000
10.5073	7707.0000
10.5205	7587.0000
10.5336	7550.0000
10.5467	7682.0000
10.5599	7741.0000
10.5730	7716.0000
10.5861	7533.0000
10.5993	7446.0000
10.6124	7641.0000
10.6255	7705.0000
10.6386	7778.0000
10.6518	7752.0000
10.6649	7373.0000
10.6780	7596.0000
10.6912	7727.0000
10.7043	7867.0000
10.7174	7692.0000
10.7306	7701.0000
10.7437	7612.0000
10.7568	7732.0000
10.7700	7533.0000
10.7831	7775.0000
10.7962	7778.0000
10.8093	7815.0000
10.8225	7789.0000
10.8356	7713.0000
10.8487	7758.0000
10.8619	8093.0000
10.8750	8095.0000
10.8881	7943.0000
10.9013	8276.0000
10.9144	8251.0000
10.9275	7956.0000
10.9406	7995.0000
10.9538	8220.0000
10.9669	8284.0000
10.9800	8222.0000
10.9932	8365.0000
11.0063	8349.0000
11.0194	8307.0000
11.0326	8606.0000
11.0457	8673.0000
11.0588	8921.0000
11.0719	9237.0000
11.0851	9544.0000
11.0982	10033.0000
11.1113	10669.0000
11.1245	11663.0000
11.1376	12852.0000
11.1507	14582.0000
11.1639	17356.0000
11.1770	21901.0000
11.1901	28258.0000
11.2033	39473.0000
11.2164	54465.0000
11.2295	70102.0000
11.2426	79460.0000
11.2558	79135.0000
11.2689	68058.0000
11.2820	52734.0000
11.2952	37608.0000
11.3083	25376.0000
11.3214	17179.0000
11.3346	12827.0000
11.3477	10436.0000
11.3608	9416.0000
11.3739	8718.0000
