 number  2Theta(deg.)             d(Å)           Q(Å-1)   sin_Th/l (A-1)        1/d (A-1)        wave
 413         81.32375          1.18215          5.31506          0.42296          0.84592          1.54056
 414         81.36545          1.18458          5.30412          0.42209          0.84418          1.54439
 415         81.40505          1.18117          5.31945          0.42331          0.84662          1.54056
 416         81.43005          1.18087          5.32080          0.42342          0.84683          1.54056
 417         81.49035          1.18309          5.31085          0.42262          0.84525          1.54439
 418         81.56875          1.18215          5.31506          0.42296          0.84592          1.54439
 419         81.65025          1.18117          5.31944          0.42331          0.84662          1.54439
 420         81.67545          1.18087          5.32080          0.42342          0.84683          1.54439
 421         81.76305          1.17690          5.33874          0.42484          0.84969          1.54056
 422         81.86765          1.17566          5.34437          0.42529          0.85058          1.54056
 423         81.90105          1.17527          5.34617          0.42543          0.85087          1.54056
 424         82.00995          1.17690          5.33874          0.42484          0.84969          1.54439
 425         82.11505          1.17566          5.34437          0.42529          0.85058          1.54439
 426         82.14845          1.17527          5.34616          0.42543          0.85087          1.54439
 427         82.43695          1.16898          5.37492          0.42772          0.85544          1.54056
 428         82.53465          1.16785          5.38015          0.42814          0.85628          1.54056
 429         82.68675          1.16898          5.37492          0.42772          0.85544          1.54439
 430         82.74365          1.16543          5.39132          0.42903          0.85806          1.54056
 431         82.78485          1.16785          5.38015          0.42814          0.85628          1.54439
 432         82.86355          1.16404          5.39772          0.42954          0.85907          1.54056
 433         82.87505          1.16391          5.39834          0.42959          0.85917          1.54056
 434         82.94555          1.16310          5.40210          0.42989          0.85977          1.54056
 435         82.98705          1.16262          5.40431          0.43006          0.86012          1.54056
 436         82.99485          1.16543          5.39132          0.42903          0.85806          1.54439
 437         83.11525          1.16404          5.39772          0.42954          0.85907          1.54439
 438         83.12685          1.16391          5.39834          0.42959          0.85917          1.54439
 439         83.19755          1.16310          5.40210          0.42989          0.85977          1.54439
 440         83.21755          1.15999          5.41659          0.43104          0.86208          1.54056
 441         83.23925          1.16263          5.40431          0.43006          0.86012          1.54439
 442         83.26545          1.15944          5.41914          0.43124          0.86248          1.54056
 443         83.44365          1.15742          5.42861          0.43200          0.86399          1.54056
 444         83.47085          1.15999          5.41659          0.43104          0.86208          1.54439
 445         83.51895          1.15944          5.41914          0.43124          0.86248          1.54439
 446         83.69795          1.15742          5.42862          0.43200          0.86399          1.54439
 447         83.79345          1.15348          5.44717          0.43347          0.86694          1.54056
 448         84.04925          1.15348          5.44717          0.43347          0.86694          1.54439
 449         84.16625          1.14931          5.46690          0.43504          0.87008          1.54056
 450         84.20315          1.14891          5.46885          0.43520          0.87039          1.54056
 451         84.26205          1.14825          5.47196          0.43544          0.87089          1.54056
 452         84.42385          1.14931          5.46690          0.43504          0.87008          1.54439
 453         84.46075          1.14891          5.46884          0.43520          0.87039          1.54439
 454         84.51995          1.14825          5.47195          0.43544          0.87089          1.54439
 455         84.64805          1.14400          5.49230          0.43706          0.87413          1.54056
 456         84.90775          1.14400          5.49230          0.43706          0.87413          1.54439
 457         84.97545          1.14043          5.50951          0.43843          0.87687          1.54056
 458         85.13665          1.13868          5.51797          0.43911          0.87821          1.54056
 459         85.19445          1.13805          5.52100          0.43935          0.87869          1.54056
 460         85.21335          1.13785          5.52199          0.43943          0.87885          1.54056
 461         85.23675          1.14042          5.50952          0.43843          0.87687          1.54439
 462         85.39865          1.13868          5.51797          0.43911          0.87821          1.54439
 463         85.45665          1.13805          5.52100          0.43935          0.87869          1.54439
 464         85.47565          1.13785          5.52199          0.43943          0.87885          1.54439
 465         85.60205          1.13367          5.54232          0.44104          0.88209          1.54056
 466         85.86615          1.13367          5.54232          0.44104          0.88209          1.54439
 467         85.98475          1.12961          5.56228          0.44263          0.88526          1.54056
 468         86.03045          1.12912          5.56466          0.44282          0.88564          1.54056
 469         86.25055          1.12961          5.56227          0.44263          0.88526          1.54439
 470         86.29655          1.12912          5.56466          0.44282          0.88564          1.54439
 471         86.55955          1.12358          5.59213          0.44501          0.89002          1.54056
 472         86.82815          1.12358          5.59214          0.44501          0.89002          1.54439
 473         86.88835          1.12017          5.60915          0.44636          0.89272          1.54056
 474         86.94555          1.11958          5.61211          0.44660          0.89319          1.54056
 475         86.95235          1.11951          5.61246          0.44663          0.89325          1.54056
 476         86.98585          1.11916          5.61419          0.44676          0.89353          1.54056
 477         87.04105          1.11859          5.61704          0.44699          0.89398          1.54056
 478         87.15845          1.12017          5.60915          0.44636          0.89272          1.54439
 479         87.21595          1.11958          5.61211          0.44660          0.89319          1.54439
 480         87.22275          1.11951          5.61246          0.44663          0.89325          1.54439
 481         87.22385          1.11672          5.62647          0.44774          0.89548          1.54056
 482         87.25645          1.11916          5.61419          0.44676          0.89353          1.54439
 483         87.31195          1.11859          5.61704          0.44699          0.89398          1.54439
 484         87.31565          1.11578          5.63120          0.44812          0.89623          1.54056
 485         87.49555          1.11672          5.62647          0.44774          0.89548          1.54439
 486         87.52475          1.11365          5.64195          0.44897          0.89794          1.54056
 487         87.58775          1.11578          5.63119          0.44812          0.89623          1.54439
 488         87.65395          1.11235          5.64859          0.44950          0.89900          1.54056
 489         87.66225          1.11226          5.64902          0.44953          0.89907          1.54056
 490         87.68795          1.11200          5.65034          0.44964          0.89928          1.54056
 491         87.79785          1.11365          5.64195          0.44897          0.89794          1.54439
 492         87.92775          1.11234          5.64860          0.44950          0.89900          1.54439
 493         87.93455          1.10952          5.66299          0.45065          0.90129          1.54056
 494         87.93605          1.11226          5.64902          0.44953          0.89907          1.54439
 495         87.96195          1.11200          5.65034          0.44964          0.89928          1.54439
 496         88.13955          1.10747          5.67348          0.45148          0.90296          1.54056
 497         88.20965          1.10952          5.66299          0.45065          0.90129          1.54439
 498         88.22655          1.10660          5.67793          0.45184          0.90367          1.54056
 499         88.25585          1.10631          5.67943          0.45195          0.90391          1.54056
 500         88.41555          1.10747          5.67347          0.45148          0.90296          1.54439
 501         88.50305          1.10660          5.67793          0.45184          0.90367          1.54439
 502         88.53255          1.10631          5.67943          0.45195          0.90391          1.54439
 503         88.64525          1.10245          5.69929          0.45353          0.90707          1.54056
 504         88.69615          1.10195          5.70188          0.45374          0.90748          1.54056
 505         88.92385          1.10245          5.69929          0.45354          0.90707          1.54439
 506         88.92925          1.09966          5.71373          0.45468          0.90937          1.54056
 507         88.97495          1.10195          5.70188          0.45374          0.90748          1.54439
 508         89.20915          1.09966          5.71373          0.45468          0.90937          1.54439
 509         89.21525          1.09688          5.72825          0.45584          0.91168          1.54056
 510         89.36785          1.09540          5.73597          0.45645          0.91291          1.54056
 511         89.45905          1.09452          5.74059          0.45682          0.91364          1.54056
 512         89.49665          1.09688          5.72825          0.45584          0.91168          1.54439
 513         89.58845          1.09327          5.74713          0.45734          0.91468          1.54056
 514         89.64995          1.09540          5.73597          0.45645          0.91291          1.54439
 515         89.73945          1.09183          5.75475          0.45795          0.91590          1.54056
 516         89.74165          1.09452          5.74059          0.45682          0.91364          1.54439
 517         89.87165          1.09327          5.74713          0.45734          0.91468          1.54439
 518         89.93965          1.08991          5.76484          0.45875          0.91750          1.54056
 519         89.98095          1.08952          5.76692          0.45892          0.91783          1.54056
 520         89.98995          1.08944          5.76737          0.45895          0.91791          1.54056
 521         90.02335          1.09183          5.75475          0.45795          0.91590          1.54439
 522         90.04955          1.08887          5.77037          0.45919          0.91838          1.54056
 523         90.22465          1.08991          5.76484          0.45875          0.91750          1.54439
 524         90.26605          1.08952          5.76692          0.45892          0.91783          1.54439
 525         90.26945          1.08679          5.78143          0.46007          0.92014          1.54056
 526         90.27515          1.08944          5.76738          0.45895          0.91791          1.54439
 527         90.33505          1.08887          5.77037          0.45919          0.91838          1.54439
 528         90.55605          1.08679          5.78143          0.46007          0.92014          1.54439
 529         90.79905          1.08182          5.80796          0.46218          0.92437          1.54056
 530         91.05045          1.07949          5.82051          0.46318          0.92636          1.54056
 531         91.07495          1.07926          5.82173          0.46328          0.92656          1.54056
 532         91.08825          1.08182          5.80796          0.46218          0.92437          1.54439
 533         91.29135          1.07727          5.83251          0.46414          0.92827          1.54056
 534         91.34095          1.07949          5.82051          0.46318          0.92636          1.54439
 535         91.36555          1.07926          5.82173          0.46328          0.92656          1.54439
 536         91.58315          1.07727          5.83251          0.46414          0.92827          1.54439
 537         91.89335          1.07178          5.86239          0.46651          0.93303          1.54056
 538         91.91435          1.07159          5.86343          0.46660          0.93319          1.54056
 539         91.95005          1.07127          5.86519          0.46674          0.93347          1.54056
 540         92.06285          1.07025          5.87077          0.46718          0.93436          1.54056
 541         92.18825          1.07178          5.86239          0.46651          0.93303          1.54439
 542         92.19575          1.06905          5.87734          0.46770          0.93541          1.54056
 543         92.20925          1.07159          5.86343          0.46660          0.93319          1.54439
 544         92.24515          1.07127          5.86519          0.46674          0.93347          1.54439
 545         92.30685          1.06806          5.88282          0.46814          0.93628          1.54056
 546         92.31605          1.06797          5.88327          0.46818          0.93635          1.54056
 547         92.35865          1.07025          5.87078          0.46718          0.93436          1.54439
 548         92.49145          1.06641          5.89191          0.46886          0.93773          1.54056
 549         92.49225          1.06905          5.87734          0.46770          0.93541          1.54439
 550         92.58365          1.06559          5.89645          0.46922          0.93845          1.54056
 551         92.60145          1.06543          5.89732          0.46929          0.93859          1.54056
 552         92.60385          1.06806          5.88282          0.46814          0.93628          1.54439
 553         92.61305          1.06798          5.88327          0.46818          0.93635          1.54439
 554         92.63925          1.06509          5.89918          0.46944          0.93888          1.54056
 555         92.67525          1.06477          5.90095          0.46958          0.93917          1.54056
 556         92.69165          1.06463          5.90176          0.46965          0.93929          1.54056
 557         92.78945          1.06641          5.89191          0.46886          0.93773          1.54439
 558         92.88205          1.06559          5.89645          0.46922          0.93845          1.54439
 559         92.88345          1.06293          5.91118          0.47040          0.94079          1.54056
 560         92.89995          1.06543          5.89732          0.46929          0.93859          1.54439
 561         92.93025          1.06252          5.91347          0.47058          0.94116          1.54056
 562         92.93795          1.06509          5.89918          0.46944          0.93888          1.54439
 563         92.97415          1.06477          5.90095          0.46958          0.93917          1.54439
 564         92.99075          1.06463          5.90176          0.46965          0.93929          1.54439
 565         93.13305          1.06074          5.92340          0.47137          0.94274          1.54056
 566         93.18345          1.06293          5.91118          0.47040          0.94079          1.54439
 567         93.23045          1.06252          5.91347          0.47058          0.94116          1.54439
 568         93.42075          1.05823          5.93747          0.47249          0.94498          1.54056
 569         93.43435          1.06074          5.92340          0.47137          0.94274          1.54439
 570         93.55755          1.05704          5.94414          0.47302          0.94604          1.54056
 571         93.65455          1.05620          5.94886          0.47340          0.94679          1.54056
 572         93.67415          1.05603          5.94982          0.47347          0.94694          1.54056
 573         93.72365          1.05823          5.93747          0.47249          0.94498          1.54439
 574         93.86115          1.05704          5.94414          0.47302          0.94604          1.54439
 575         93.95735          1.05359          5.96359          0.47457          0.94914          1.54056
 576         93.95865          1.05620          5.94887          0.47340          0.94679          1.54439
 577         93.97835          1.05603          5.94982          0.47347          0.94694          1.54439
 578         94.20515          1.05147          5.97561          0.47552          0.95105          1.54056
 579         94.26305          1.05359          5.96359          0.47457          0.94914          1.54439
 580         94.50655          1.04891          5.99020          0.47668          0.95337          1.54056
 581         94.51215          1.05147          5.97561          0.47552          0.95105          1.54439
 582         94.60395          1.04809          5.99490          0.47706          0.95412          1.54056
 583         94.78615          1.04655          6.00369          0.47776          0.95552          1.54056
 584         94.81525          1.04891          5.99020          0.47668          0.95337          1.54439
 585         94.89995          1.04560          6.00917          0.47819          0.95639          1.54056
 586         94.91315          1.04809          5.99490          0.47706          0.95412          1.54439
 587         95.09635          1.04655          6.00369          0.47776          0.95552          1.54439
 588         95.21075          1.04560          6.00917          0.47819          0.95639          1.54439
 589         95.22065          1.04292          6.02458          0.47942          0.95884          1.54056
 590         95.28395          1.04240          6.02762          0.47966          0.95933          1.54056
 591         95.32615          1.04205          6.02964          0.47982          0.95965          1.54056
 592         95.46525          1.04090          6.03631          0.48035          0.96071          1.54056
 593         95.53325          1.04292          6.02458          0.47942          0.95884          1.54439
 594         95.54555          1.04024          6.04015          0.48066          0.96132          1.54056
 595         95.59685          1.04240          6.02762          0.47966          0.95933          1.54439
 596         95.63935          1.04205          6.02964          0.47982          0.95965          1.54439
 597         95.73715          1.03866          6.04931          0.48139          0.96278          1.54056
 598         95.77915          1.04090          6.03631          0.48035          0.96071          1.54439
 599         95.85045          1.03773          6.05471          0.48182          0.96364          1.54056
 600         95.85995          1.04024          6.04015          0.48066          0.96132          1.54439
 601         95.88555          1.03745          6.05639          0.48195          0.96390          1.54056
 602         95.90935          1.03725          6.05752          0.48204          0.96408          1.54056
 603         96.05255          1.03866          6.04931          0.48139          0.96278          1.54439
 604         96.16645          1.03773          6.05471          0.48182          0.96364          1.54439
 605         96.20185          1.03745          6.05639          0.48195          0.96390          1.54439
 606         96.20375          1.03486          6.07154          0.48316          0.96632          1.54056
 607         96.22575          1.03725          6.05753          0.48204          0.96409          1.54439
 608         96.29585          1.03411          6.07591          0.48351          0.96701          1.54056
 609         96.35725          1.03362          6.07883          0.48374          0.96748          1.54056
 610         96.40015          1.03327          6.08087          0.48390          0.96780          1.54056
 611         96.46725          1.03273          6.08405          0.48415          0.96831          1.54056
 612         96.52185          1.03486          6.07154          0.48316          0.96632          1.54439
 613         96.61435          1.03411          6.07591          0.48351          0.96701          1.54439
 614         96.67615          1.03362          6.07883          0.48374          0.96748          1.54439
 615         96.71925          1.03327          6.08086          0.48390          0.96780          1.54439
 616         96.78675          1.03273          6.08405          0.48415          0.96831          1.54439
 617         97.26535          1.02637          6.12174          0.48715          0.97431          1.54056
 618         97.48075          1.02468          6.13187          0.48796          0.97592          1.54056
 619         97.58935          1.02637          6.12174          0.48715          0.97431          1.54439
 620         97.63795          1.02345          6.13924          0.48855          0.97709          1.54056
 621         97.65795          1.02329          6.14018          0.48862          0.97724          1.54056
 622         97.66685          1.02322          6.14059          0.48865          0.97731          1.54056
 623         97.68395          1.02309          6.14139          0.48872          0.97743          1.54056
 624         97.73895          1.02266          6.14397          0.48892          0.97784          1.54056
 625         97.76385          1.02246          6.14514          0.48901          0.97803          1.54056
 626         97.80605          1.02468          6.13187          0.48796          0.97592          1.54439
 627         97.82215          1.02201          6.14786          0.48923          0.97846          1.54056
 628         97.96405          1.02345          6.13924          0.48854          0.97709          1.54439
 629         97.98415          1.02329          6.14017          0.48862          0.97724          1.54439
 630         97.99315          1.02322          6.14059          0.48865          0.97731          1.54439
 631         98.01045          1.02309          6.14140          0.48872          0.97743          1.54439
 632         98.06565          1.02266          6.14397          0.48892          0.97784          1.54439
 633         98.07795          1.02003          6.15982          0.49018          0.98037          1.54056
 634         98.09075          1.02246          6.14514          0.48901          0.97803          1.54439
 635         98.14935          1.02201          6.14786          0.48923          0.97846          1.54439
 636         98.26945          1.01855          6.16874          0.49089          0.98179          1.54056
 637         98.40665          1.02003          6.15982          0.49018          0.98037          1.54439
 638         98.59925          1.01855          6.16874          0.49089          0.98179          1.54439
 639         98.64725          1.01566          6.18631          0.49229          0.98458          1.54056
 640         98.69185          1.01532          6.18837          0.49246          0.98491          1.54056
 641         98.92635          1.01354          6.19924          0.49332          0.98664          1.54056
 642         98.97935          1.01566          6.18631          0.49229          0.98458          1.54439
 643         98.98065          1.01313          6.20175          0.49352          0.98704          1.54056
 644         99.02415          1.01532          6.18837          0.49246          0.98491          1.54439
 645         99.19975          1.01148          6.21187          0.49432          0.98865          1.54056
 646         99.21835          1.01134          6.21273          0.49439          0.98879          1.54056
 647         99.26005          1.01354          6.19924          0.49332          0.98664          1.54439
 648         99.31465          1.01313          6.20175          0.49352          0.98704          1.54439
 649         99.33295          1.01048          6.21801          0.49481          0.98963          1.54056
 650         99.34575          1.01039          6.21860          0.49486          0.98972          1.54056
 651         99.40975          1.00991          6.22155          0.49509          0.99019          1.54056
 652         99.53505          1.01148          6.21187          0.49432          0.98865          1.54439
 653         99.55375          1.01134          6.21272          0.49439          0.98879          1.54439
 654         99.55585          1.00882          6.22827          0.49563          0.99126          1.54056
 655         99.60725          1.00844          6.23063          0.49582          0.99164          1.54056
 656         99.62205          1.00833          6.23131          0.49587          0.99174          1.54056
 657         99.66035          1.00804          6.23307          0.49601          0.99202          1.54056
 658         99.66915          1.01048          6.21801          0.49481          0.98963          1.54439
 659         99.68195          1.01039          6.21860          0.49486          0.98972          1.54439
 660         99.74635          1.00991          6.22155          0.49510          0.99019          1.54439
 661         99.89335          1.00882          6.22827          0.49563          0.99126          1.54439
 662         99.93315          1.00602          6.24558          0.49701          0.99401          1.54056
 663         99.94495          1.00844          6.23063          0.49582          0.99163          1.54439
 664         99.95535          1.00586          6.24659          0.49709          0.99418          1.54056
 665         99.95995          1.00832          6.23131          0.49587          0.99174          1.54439
 666         99.99845          1.00804          6.23307          0.49601          0.99202          1.54439
 667        100.13655          1.00453          6.25488          0.49775          0.99549          1.54056
 668        100.27285          1.00602          6.24558          0.49701          0.99401          1.54439
 669        100.29525          1.00586          6.24659          0.49709          0.99418          1.54439
 670        100.47755          1.00452          6.25488          0.49775          0.99550          1.54439
 671        100.51345          1.00177          6.27207          0.49912          0.99823          1.54056
 672        100.66235          1.00069          6.27884          0.49965          0.99931          1.54056
 673        100.85675          1.00177          6.27207          0.49912          0.99823          1.54439
 674        100.88655          0.99907          6.28901          0.50046          1.00093          1.54056
 675        100.93925          0.99869          6.29140          0.50065          1.00131          1.54056
 676        100.99795          0.99827          6.29406          0.50087          1.00173          1.54056
 677        101.00655          1.00069          6.27884          0.49965          0.99931          1.54439
 678        101.05235          0.99788          6.29652          0.50106          1.00212          1.54056
 679        101.23215          0.99907          6.28902          0.50046          1.00093          1.54439
 680        101.28505          0.99869          6.29140          0.50065          1.00131          1.54439
 681        101.33395          0.99587          6.30925          0.50207          1.00415          1.54056
 682        101.34415          0.99827          6.29406          0.50087          1.00173          1.54439
 683        101.39895          0.99788          6.29653          0.50106          1.00212          1.54439
 684        101.44265          0.99510          6.31415          0.50246          1.00493          1.54056
 685        101.49775          0.99471          6.31663          0.50266          1.00532          1.54056
 686        101.58185          0.99411          6.32042          0.50296          1.00593          1.54056
 687        101.64705          0.99365          6.32335          0.50320          1.00639          1.54056
 688        101.65555          0.99359          6.32373          0.50323          1.00645          1.54056
 689        101.68225          0.99587          6.30925          0.50207          1.00415          1.54439
 690        101.68915          0.99335          6.32524          0.50335          1.00669          1.54056
 691        101.71115          0.99320          6.32623          0.50343          1.00685          1.54056
 692        101.79165          0.99510          6.31415          0.50246          1.00493          1.54439
 693        101.84115          0.99228          6.33207          0.50389          1.00778          1.54056
 694        101.84705          0.99471          6.31663          0.50266          1.00532          1.54439
 695        101.92205          0.99171          6.33570          0.50418          1.00836          1.54056
 696        101.93175          0.99411          6.32042          0.50296          1.00593          1.54439
 697        101.95695          0.99147          6.33726          0.50430          1.00861          1.54056
 698        101.99725          0.99365          6.32335          0.50320          1.00639          1.54439
 699        102.00585          0.99359          6.32373          0.50323          1.00645          1.54439
 700        102.03965          0.99335          6.32524          0.50335          1.00669          1.54439
 701        102.06185          0.99320          6.32623          0.50343          1.00685          1.54439
 702        102.17745          0.98992          6.34713          0.50509          1.01018          1.54056
 703        102.19255          0.99228          6.33207          0.50389          1.00778          1.54439
 704        102.27405          0.99171          6.33570          0.50418          1.00836          1.54439
 705        102.30915          0.99147          6.33726          0.50430          1.00861          1.54439
 706        102.53105          0.98992          6.34713          0.50509          1.01018          1.54439
 707        102.53305          0.98746          6.36300          0.50635          1.01270          1.54056
 708        102.88885          0.98746          6.36300          0.50635          1.01270          1.54439
 709        102.93365          0.98470          6.38081          0.50777          1.01554          1.54056
 710        103.20435          0.98285          6.39279          0.50872          1.01744          1.54056
 711        103.29215          0.98470          6.38081          0.50777          1.01554          1.54439
 712        103.31795          0.98208          6.39781          0.50912          1.01824          1.54056
 713        103.34555          0.98190          6.39903          0.50922          1.01844          1.54056
 714        103.50305          0.98083          6.40598          0.50977          1.01954          1.54056
 715        103.51295          0.98077          6.40641          0.50981          1.01961          1.54056
 716        103.56455          0.98285          6.39279          0.50872          1.01744          1.54439
 717        103.61255          0.98009          6.41080          0.51016          1.02031          1.54056
 718        103.67885          0.98208          6.39781          0.50912          1.01824          1.54439
 719        103.70665          0.98190          6.39903          0.50922          1.01844          1.54439
 720        103.80985          0.97877          6.41947          0.51085          1.02169          1.54056
 721        103.84385          0.97854          6.42097          0.51096          1.02193          1.54056
 722        103.86525          0.98083          6.40598          0.50977          1.01954          1.54439
 723        103.87515          0.98076          6.40641          0.50981          1.01961          1.54439
 724        103.96025          0.97776          6.42607          0.51137          1.02274          1.54056
 725        103.97545          0.98009          6.41080          0.51016          1.02031          1.54439
 726        104.10895          0.97677          6.43259          0.51189          1.02378          1.54056
 727        104.17395          0.97877          6.41947          0.51085          1.02169          1.54439
 728        104.20815          0.97854          6.42096          0.51096          1.02193          1.54439
 729        104.32535          0.97776          6.42607          0.51137          1.02274          1.54439
 730        104.35995          0.97511          6.44356          0.51276          1.02552          1.54056
 731        104.47505          0.97677          6.43259          0.51189          1.02378          1.54439
 732        104.54275          0.97391          6.45153          0.51340          1.02679          1.54056
 733        104.57475          0.97370          6.45292          0.51351          1.02701          1.54056
 734        104.72775          0.97511          6.44356          0.51276          1.02552          1.54439
 735        104.78385          0.97233          6.46202          0.51423          1.02846          1.54056
 736        104.91175          0.97391          6.45153          0.51340          1.02679          1.54439
 737        104.94395          0.97370          6.45292          0.51351          1.02701          1.54439
 738        105.15445          0.97233          6.46202          0.51423          1.02846          1.54439
 739        105.39195          0.96838          6.48834          0.51633          1.03265          1.54056
 740        105.50115          0.96768          6.49305          0.51670          1.03340          1.54056
 741        105.65575          0.96669          6.49970          0.51723          1.03446          1.54056
 742        105.76665          0.96838          6.48834          0.51633          1.03265          1.54439
 743        105.87665          0.96768          6.49305          0.51670          1.03340          1.54439
 744        106.00165          0.96448          6.51455          0.51841          1.03682          1.54056
 745        106.03225          0.96669          6.49970          0.51723          1.03446          1.54439
 746        106.03725          0.96426          6.51608          0.51853          1.03707          1.54056
 747        106.17925          0.96336          6.52215          0.51902          1.03803          1.54056
 748        106.21765          0.96312          6.52379          0.51915          1.03829          1.54056
 749        106.25205          0.96290          6.52526          0.51926          1.03853          1.54056
 750        106.27705          0.96274          6.52633          0.51935          1.03870          1.54056
 751        106.35015          0.96228          6.52945          0.51960          1.03919          1.54056
 752        106.37705          0.96211          6.53060          0.51969          1.03938          1.54056
 753        106.38055          0.96448          6.51455          0.51841          1.03682          1.54439
 754        106.41635          0.96426          6.51608          0.51853          1.03707          1.54439
 755        106.55935          0.96336          6.52215          0.51902          1.03803          1.54439
 756        106.57415          0.96088          6.53900          0.52036          1.04071          1.54056
 757        106.59805          0.96312          6.52379          0.51915          1.03829          1.54439
 758        106.63265          0.96290          6.52526          0.51926          1.03853          1.54439
 759        106.65785          0.96274          6.52633          0.51935          1.03870          1.54439
 760        106.73155          0.96228          6.52946          0.51960          1.03920          1.54439
 761        106.75855          0.96211          6.53060          0.51969          1.03938          1.54439
 762        106.95695          0.96088          6.53899          0.52036          1.04071          1.54439
 763        107.60425          0.95452          6.58257          0.52382          1.04765          1.54056
 764        107.77445          0.95348          6.58971          0.52439          1.04879          1.54056
 765        107.85715          0.95298          6.59318          0.52467          1.04934          1.54056
 766        107.93085          0.95254          6.59627          0.52491          1.04983          1.54056
 767        107.99445          0.95452          6.58257          0.52382          1.04765          1.54439
 768        108.11945          0.95140          6.60416          0.52554          1.05108          1.54056
 769        108.14475          0.95125          6.60522          0.52563          1.05125          1.54056
 770        108.16585          0.95348          6.58971          0.52439          1.04879          1.54439
 771        108.18675          0.95099          6.60697          0.52577          1.05153          1.54056
 772        108.24915          0.95298          6.59318          0.52467          1.04934          1.54439
 773        108.26835          0.95050          6.61037          0.52604          1.05207          1.54056
 774        108.28005          0.95043          6.61086          0.52608          1.05215          1.54056
 775        108.32335          0.95254          6.59627          0.52491          1.04983          1.54439
 776        108.47655          0.94926          6.61905          0.52673          1.05345          1.54056
 777        108.49055          0.94918          6.61963          0.52677          1.05355          1.54056
 778        108.51345          0.95140          6.60416          0.52554          1.05108          1.54439
 779        108.53885          0.95125          6.60522          0.52563          1.05125          1.54439
 780        108.58115          0.95099          6.60697          0.52577          1.05153          1.54439
 781        108.61635          0.94843          6.62486          0.52719          1.05438          1.54056
 782        108.66325          0.95050          6.61037          0.52604          1.05207          1.54439
 783        108.67515          0.95043          6.61086          0.52608          1.05215          1.54439
 784        108.87305          0.94926          6.61905          0.52673          1.05345          1.54439
 785        108.88715          0.94918          6.61963          0.52677          1.05355          1.54439
 786        108.92615          0.94659          6.63770          0.52821          1.05642          1.54056
 787        108.92685          0.94659          6.63773          0.52821          1.05643          1.54056
 788        108.93485          0.94654          6.63806          0.52824          1.05648          1.54056
 789        108.94975          0.94645          6.63867          0.52829          1.05658          1.54056
 790        109.01385          0.94843          6.62486          0.52719          1.05438          1.54439
 791        109.23225          0.94479          6.65034          0.52922          1.05843          1.54056
 792        109.31635          0.94430          6.65380          0.52949          1.05899          1.54056
 793        109.32595          0.94659          6.63770          0.52821          1.05642          1.54439
 794        109.32665          0.94659          6.63773          0.52821          1.05643          1.54439
 795        109.33475          0.94654          6.63806          0.52824          1.05648          1.54439
 796        109.34975          0.94645          6.63867          0.52829          1.05658          1.54439
 797        109.53205          0.94304          6.66267          0.53020          1.06040          1.54056
 798        109.63445          0.94479          6.65034          0.52922          1.05843          1.54439
 799        109.71905          0.94430          6.65380          0.52949          1.05899          1.54439
 800        109.72645          0.94192          6.67065          0.53083          1.06167          1.54056
 801        109.93635          0.94304          6.66267          0.53020          1.06040          1.54439
 802        109.97685          0.94047          6.68089          0.53165          1.06330          1.54056
 803        110.03095          0.94016          6.68310          0.53182          1.06365          1.54056
 804        110.08755          0.93984          6.68541          0.53201          1.06402          1.54056
 805        110.10715          0.93972          6.68621          0.53207          1.06414          1.54056
 806        110.13225          0.94192          6.67065          0.53083          1.06167          1.54439
 807        110.25265          0.93889          6.69213          0.53254          1.06509          1.54056
 808        110.38455          0.94047          6.68089          0.53165          1.06330          1.54439
 809        110.39285          0.93809          6.69784          0.53300          1.06599          1.54056
 810        110.43905          0.94016          6.68310          0.53182          1.06365          1.54439
 811        110.49605          0.93984          6.68541          0.53201          1.06402          1.54439
 812        110.49865          0.93749          6.70213          0.53334          1.06668          1.54056
 813        110.51585          0.93972          6.68621          0.53207          1.06414          1.54439
 814        110.61005          0.93686          6.70665          0.53370          1.06740          1.54056
 815        110.61675          0.93682          6.70692          0.53372          1.06744          1.54056
 816        110.66245          0.93889          6.69213          0.53254          1.06509          1.54439
 817        110.80375          0.93809          6.69784          0.53300          1.06599          1.54439
 818        110.80925          0.93573          6.71471          0.53434          1.06868          1.54056
 819        110.84505          0.93553          6.71616          0.53445          1.06891          1.54056
 820        110.91035          0.93749          6.70213          0.53334          1.06668          1.54439
 821        110.91885          0.93512          6.71914          0.53469          1.06938          1.54056
 822        110.94695          0.93496          6.72027          0.53478          1.06956          1.54056
 823        110.98355          0.93475          6.72175          0.53490          1.06980          1.54056
 824        111.02255          0.93686          6.70665          0.53370          1.06740          1.54439
 825        111.02935          0.93682          6.70692          0.53372          1.06744          1.54439
 826        111.22345          0.93573          6.71471          0.53434          1.06868          1.54439
 827        111.25945          0.93553          6.71616          0.53445          1.06891          1.54439
 828        111.32565          0.93284          6.73551          0.53600          1.07199          1.54056
 829        111.33385          0.93512          6.71914          0.53469          1.06938          1.54439
 830        111.36215          0.93496          6.72027          0.53478          1.06956          1.54439
 831        111.38755          0.93250          6.73800          0.53619          1.07239          1.54056
 832        111.39905          0.93475          6.72175          0.53490          1.06980          1.54439
 833        111.41415          0.93235          6.73906          0.53628          1.07256          1.54056
 834        111.47825          0.93200          6.74163          0.53648          1.07296          1.54056
